Submit_ID,SubmitStatus,Sold_in,Brand,Model Number,Family Name,Country,N-Standard,ApplStandard,Width,Height,Depth,Product Class,Availability Status,Product Website,Representative Brand URL,Expiry Date,Suitable for Gas Types,Nominal Gas Consumption (MJ/Hour),Nominal Delivery output (x Litres per min. @ 45°C rise),Comparative Annual Energy Consumption (MJ/Year),Suitable for Solar boosting,Storage Capacity (Litres),Water Heater Type
113714,Approved,"Australia,New Zealand",RINNAI,REU-VRM2632WC,VRM2632,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-07-26,"Natural Gas,Propane,LPG (AUS)",199.0,26.0,18954.0,True,,Instantaneous
113714,Approved,"Australia,New Zealand",RINNAI,VRM2632,VRM2632,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-07-26,"Natural Gas,Propane,LPG (AUS)",199.0,26.0,18954.0,True,,Instantaneous
113715,Approved,Australia,RINNAI,REU-VRM2630WC,VRM2630,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-07-26,"Natural Gas,Propane,Butane",199.0,26.0,19151.0,False,,Instantaneous
113715,Approved,Australia,RINNAI,REU-VRM2630WD,VRM2630,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-07-26,"Natural Gas,Propane,Butane",199.0,26.0,19151.0,False,,Instantaneous
113715,Approved,Australia,RINNAI,VRM2630,VRM2630,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-07-26,"Natural Gas,Propane,Butane",199.0,26.0,19151.0,False,,Instantaneous
113716,Approved,Australia,RINNAI,KM2635FF,KM2635FF,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-07-26,"Natural Gas,LPG (AUS)",172.0,26.0,17064.0,False,,Instantaneous
113716,Approved,Australia,RINNAI,REU-KM2635FFUD,KM2635FF,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-07-26,"Natural Gas,LPG (AUS)",172.0,26.0,17064.0,False,,Instantaneous
113716,Approved,Australia,RINNAI,REU-KM2635FFUDC,KM2635FF,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-07-26,"Natural Gas,LPG (AUS)",172.0,26.0,17064.0,False,,Instantaneous
113717,Approved,Australia,RINNAI,REU-VR2024WB,VR2024,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-07-26,"Natural Gas,Propane",160.0,20.0,18638.0,False,,Instantaneous
113717,Approved,Australia,RINNAI,REU-VRM2024WG,VR2024,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-07-26,"Natural Gas,Propane",160.0,20.0,18638.0,False,,Instantaneous
113717,Approved,Australia,RINNAI,VR2024,VR2024,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-07-26,"Natural Gas,Propane",160.0,20.0,18638.0,False,,Instantaneous
113718,Approved,Australia,RINNAI,REU-VR2626WB,VR2626,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-07-26,"Natural Gas,Propane,Butane",199.0,26.0,18646.0,False,,Instantaneous
113718,Approved,Australia,RINNAI,REU-VR2626WGP,VR2626,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-07-26,"Natural Gas,Propane,Butane",199.0,26.0,18646.0,False,,Instantaneous
113718,Approved,Australia,RINNAI,REU-VRM2626WG,VR2626,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-07-26,"Natural Gas,Propane,Butane",199.0,26.0,18646.0,False,,Instantaneous
113718,Approved,Australia,RINNAI,VR2626,VR2626,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-07-26,"Natural Gas,Propane,Butane",199.0,26.0,18646.0,False,,Instantaneous
113754,Approved,Australia,RINNAI,REU-VR1620WB,VR1620,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-07-26,"Natural Gas,Propane,LPG (AUS)",125.0,16.0,18370.0,True,,Instantaneous
113754,Approved,Australia,RINNAI,REU-VR1620WG,VR1620,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-07-26,"Natural Gas,Propane,LPG (AUS)",125.0,16.0,18370.0,True,,Instantaneous
113754,Approved,Australia,RINNAI,REU-VRM1620WG,VR1620,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-07-26,"Natural Gas,Propane,LPG (AUS)",125.0,16.0,18370.0,True,,Instantaneous
113754,Approved,Australia,RINNAI,VR1620,VR1620,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-07-26,"Natural Gas,Propane,LPG (AUS)",125.0,16.0,18370.0,True,,Instantaneous
114309,Approved,Australia,RHEEM,8A0330N0,,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,520.0,1625.0,610.0,Class 1,Available,,,2023-06-12,Natural Gas,40.0,,20631.0,,150.0,Storage
114310,Approved,"Australia,Fiji",AQUAMAX,G270SS-NG,,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,475.0,1420.0,565.0,Class 1,Available,,http://www.aquamax.com.au,2023-06-20,Natural Gas,33.0,,20755.0,,130.0,Storage
114311,Approved,Australia,AQUAMAX,G340SS and G390SS,G340SS and G390SS,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,520.0,1635.0,610.0,Class 1,Available,,http://www.aquamax.com.au,2023-06-20,Natural Gas,40.0,,20631.0,,150.0,Storage
114311,Approved,Australia,AQUAMAX,G340SS-NG,G340SS and G390SS,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,520.0,1635.0,610.0,Class 1,Available,,http://www.aquamax.com.au,2023-06-20,Natural Gas,40.0,,20631.0,,150.0,Storage
114311,Approved,Australia,AQUAMAX,G390SS-NG,G340SS and G390SS,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,520.0,1635.0,610.0,Class 1,Available,,http://www.aquamax.com.au,2023-06-20,Natural Gas,40.0,,20631.0,,150.0,Storage
114469,Approved,Australia,THERMANN,16LP50,16LP/NG50,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-02,"Natural Gas,LPG (AUS)",125.0,10.0,20395.0,False,,Instantaneous
114469,Approved,Australia,THERMANN,16LP/NG50,16LP/NG50,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-02,"Natural Gas,LPG (AUS)",125.0,10.0,20395.0,False,,Instantaneous
114469,Approved,Australia,THERMANN,16NG50,16LP/NG50,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-02,"Natural Gas,LPG (AUS)",125.0,10.0,20395.0,False,,Instantaneous
114471,Approved,Australia,THERMANN,16LP60,16LP/NG60,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-06,"Natural Gas,LPG (AUS)",125.0,10.0,20252.0,False,,Instantaneous
114471,Approved,Australia,THERMANN,16LP/NG60,16LP/NG60,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-06,"Natural Gas,LPG (AUS)",125.0,10.0,20252.0,False,,Instantaneous
114471,Approved,Australia,THERMANN,16NG60,16LP/NG60,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-06,"Natural Gas,LPG (AUS)",125.0,10.0,20252.0,False,,Instantaneous
114472,Approved,Australia,THERMANN,20LP50,20LP/NG50,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-06,"Natural Gas,LPG (AUS)",160.0,12.5,20279.0,False,,Instantaneous
114472,Approved,Australia,THERMANN,20LP/NG50,20LP/NG50,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-06,"Natural Gas,LPG (AUS)",160.0,12.5,20279.0,False,,Instantaneous
114472,Approved,Australia,THERMANN,20NG50,20LP/NG50,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-06,"Natural Gas,LPG (AUS)",160.0,12.5,20279.0,False,,Instantaneous
114473,Approved,Australia,THERMANN,20LP60,20LP/NG60,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-09,"Natural Gas,LPG (AUS)",160.0,12.5,20516.0,False,,Instantaneous
114473,Approved,Australia,THERMANN,20LP/NG60,20LP/NG60,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-09,"Natural Gas,LPG (AUS)",160.0,12.5,20516.0,False,,Instantaneous
114473,Approved,Australia,THERMANN,20NG60,20LP/NG60,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-09,"Natural Gas,LPG (AUS)",160.0,12.5,20516.0,False,,Instantaneous
114474,Approved,Australia,THERMANN,26LP50,26LP/NG50,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-04,"Natural Gas,LPG (AUS)",200.0,16.25,19094.0,False,,Instantaneous
114474,Approved,Australia,THERMANN,26LP/NG50,26LP/NG50,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-04,"Natural Gas,LPG (AUS)",200.0,16.25,19094.0,False,,Instantaneous
114474,Approved,Australia,THERMANN,26NG50,26LP/NG50,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-04,"Natural Gas,LPG (AUS)",200.0,16.25,19094.0,False,,Instantaneous
114475,Approved,Australia,THERMANN,26LP60,26LP/NG60,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-09,"Natural Gas,LPG (AUS)",200.0,16.25,20117.0,True,,Instantaneous
114475,Approved,Australia,THERMANN,26LP/NG60,26LP/NG60,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-09,"Natural Gas,LPG (AUS)",200.0,16.25,20117.0,True,,Instantaneous
114475,Approved,Australia,THERMANN,26NG60,26LP/NG60,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-09,"Natural Gas,LPG (AUS)",200.0,16.25,20117.0,True,,Instantaneous
114476,Approved,Australia,APRICUS,GK2020 50C,GK2020 50C,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-09,"Natural Gas,LPG (AUS)",160.0,12.5,20279.0,False,,Instantaneous
114476,Approved,Australia,APRICUS,GK2020 50C (LPG),GK2020 50C,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-09,"Natural Gas,LPG (AUS)",160.0,12.5,20279.0,False,,Instantaneous
114476,Approved,Australia,APRICUS,GK2020 50C (NG),GK2020 50C,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-09,"Natural Gas,LPG (AUS)",160.0,12.5,20279.0,False,,Instantaneous
114477,Approved,Australia,APRICUS,GK2020 60C,GK2020 60C,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-09,"Natural Gas,LPG (AUS)",160.0,12.5,20516.0,True,,Instantaneous
114477,Approved,Australia,APRICUS,GK2020 60C (LPG),GK2020 60C,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-09,"Natural Gas,LPG (AUS)",160.0,12.5,20516.0,True,,Instantaneous
114477,Approved,Australia,APRICUS,GK2020 60C (NG),GK2020 60C,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-09,"Natural Gas,LPG (AUS)",160.0,12.5,20516.0,True,,Instantaneous
114478,Approved,Australia,APRICUS,GK2620 50C,GK2620 50C,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-04,"Natural Gas,LPG (AUS)",200.0,16.25,19094.0,False,,Instantaneous
114478,Approved,Australia,APRICUS,GK2620 50C (LPG),GK2620 50C,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-04,"Natural Gas,LPG (AUS)",200.0,16.25,19094.0,False,,Instantaneous
114478,Approved,Australia,APRICUS,GK2620 50C (NG),GK2620 50C,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-04,"Natural Gas,LPG (AUS)",200.0,16.25,19094.0,False,,Instantaneous
114479,Approved,Australia,APRICUS,GK2620 60C,GK2620 60C,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-09,"Natural Gas,LPG (AUS)",200.0,16.25,20117.0,True,,Instantaneous
114479,Approved,Australia,APRICUS,GK2620 60C (LPG),GK2620 60C,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-09,"Natural Gas,LPG (AUS)",200.0,16.25,20117.0,True,,Instantaneous
114479,Approved,Australia,APRICUS,GK2620 60C (NG),GK2620 60C,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2023-09-09,"Natural Gas,LPG (AUS)",200.0,16.25,20117.0,True,,Instantaneous
115326,Approved,New Zealand,MIDEA,786260,,China,AS 4552:2005,AS/NZS 4552.2:2010,413.0,628.0,177.0,Class 2,Available,http://www.midea.com/global/,,2118-07-05,Natural Gas,200.0,26.0,18776.0,False,0.0,Instantaneous
115400,Approved,New Zealand,MIDEA,786261,,China,AS 4552:2005,AS/NZS 4552.2:2010,413.0,628.0,628.0,Class 2,Available,http://www.midea.com/global/,,2118-07-05,LPG (AUS),200.0,26.0,18776.0,False,0.0,Instantaneous
115401,Approved,New Zealand,MIDEA,786200,,China,AS 4552:2005,AS/NZS 4552.2:2010,355.0,565.0,150.0,Class 2,Available,http://www.midea.com/global/,,2118-07-09,Natural Gas,160.0,20.0,18544.0,False,0.0,Instantaneous
115918,Approved,Australia,Robert Bosch,Bosch Pilot 10P,Bosch Pilot 10P,China,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,405.0,845.0,265.0,Class 2,Available,,http://www.bosch-climate.com.au/,2023-09-04,"Natural Gas,Propane",82.0,10.0,21953.0,False,,Instantaneous
115918,Approved,Australia,Robert Bosch,TF250LP1TH,Bosch Pilot 10P,China,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,405.0,845.0,265.0,Class 2,Available,,http://www.bosch-climate.com.au/,2023-09-04,"Natural Gas,Propane",82.0,10.0,21953.0,False,,Instantaneous
115918,Approved,Australia,Robert Bosch,TF250NG1TH,Bosch Pilot 10P,China,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,405.0,845.0,265.0,Class 2,Available,,http://www.bosch-climate.com.au/,2023-09-04,"Natural Gas,Propane",82.0,10.0,21953.0,False,,Instantaneous
115919,Approved,Australia,Robert Bosch,Bosch Highflow 17e (temp locked),Bosch Highflow 17e (temp locked),China,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,,http://www.bosch-climate.com.au/,2023-08-29,"Natural Gas,LPG (AUS),LPG (NZ)",135.0,17.0,19470.0,False,,Instantaneous
115919,Approved,Australia,Robert Bosch,YS1770RA5LP,Bosch Highflow 17e (temp locked),China,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,,http://www.bosch-climate.com.au/,2023-08-29,"Natural Gas,LPG (AUS),LPG (NZ)",135.0,17.0,19470.0,False,,Instantaneous
115919,Approved,Australia,Robert Bosch,YS1770RA5NG,Bosch Highflow 17e (temp locked),China,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,,http://www.bosch-climate.com.au/,2023-08-29,"Natural Gas,LPG (AUS),LPG (NZ)",135.0,17.0,19470.0,False,,Instantaneous
115920,Approved,Australia,Robert Bosch,Bosch Highflow 26e/ Bosch Professional Plus (temp locked),Bosch Highflow 26e/ Bosch Professional Plus (temp locked),Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,600.0,170.0,Class 2,Available,,http://www.bosch-climate.com.au/,2023-08-29,"Natural Gas,LPG (AUS),LPG (NZ)",200.0,26.0,19730.0,False,,Instantaneous
115920,Approved,Australia,Robert Bosch,YS2670RA5LP,Bosch Highflow 26e/ Bosch Professional Plus (temp locked),Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,600.0,170.0,Class 2,Available,,http://www.bosch-climate.com.au/,2023-08-29,"Natural Gas,LPG (AUS),LPG (NZ)",200.0,26.0,19730.0,False,,Instantaneous
115920,Approved,Australia,Robert Bosch,YS2670RA5NG,Bosch Highflow 26e/ Bosch Professional Plus (temp locked),Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,600.0,170.0,Class 2,Available,,http://www.bosch-climate.com.au/,2023-08-29,"Natural Gas,LPG (AUS),LPG (NZ)",200.0,26.0,19730.0,False,,Instantaneous
115920,Approved,Australia,Robert Bosch,YS2670RA5PLP,Bosch Highflow 26e/ Bosch Professional Plus (temp locked),Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,600.0,170.0,Class 2,Available,,http://www.bosch-climate.com.au/,2023-08-29,"Natural Gas,LPG (AUS),LPG (NZ)",200.0,26.0,19730.0,False,,Instantaneous
115920,Approved,Australia,Robert Bosch,YS2670RA5PNG,Bosch Highflow 26e/ Bosch Professional Plus (temp locked),Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,600.0,170.0,Class 2,Available,,http://www.bosch-climate.com.au/,2023-08-29,"Natural Gas,LPG (AUS),LPG (NZ)",200.0,26.0,19730.0,False,,Instantaneous
115922,Approved,Australia,Robert Bosch,Bosch Highflow 21e/ Bosch Professional (temp locked),Bosch Highflow 21e/ Bosch Professional (temp locked),China,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,,http://www.bosch-climate.com.au/,2023-09-04,"Natural Gas,LPG (AUS),LPG (NZ)",170.0,21.0,19688.0,False,,Instantaneous
115922,Approved,Australia,Robert Bosch,YS2170RA5LP,Bosch Highflow 21e/ Bosch Professional (temp locked),China,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,,http://www.bosch-climate.com.au/,2023-09-04,"Natural Gas,LPG (AUS),LPG (NZ)",170.0,21.0,19688.0,False,,Instantaneous
115922,Approved,Australia,Robert Bosch,YS2170RA5NG,Bosch Highflow 21e/ Bosch Professional (temp locked),China,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,,http://www.bosch-climate.com.au/,2023-09-04,"Natural Gas,LPG (AUS),LPG (NZ)",170.0,21.0,19688.0,False,,Instantaneous
115922,Approved,Australia,Robert Bosch,YS2170RA5PLP,Bosch Highflow 21e/ Bosch Professional (temp locked),China,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,,http://www.bosch-climate.com.au/,2023-09-04,"Natural Gas,LPG (AUS),LPG (NZ)",170.0,21.0,19688.0,False,,Instantaneous
115922,Approved,Australia,Robert Bosch,YS2170RA5PNG,Bosch Highflow 21e/ Bosch Professional (temp locked),China,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,,http://www.bosch-climate.com.au/,2023-09-04,"Natural Gas,LPG (AUS),LPG (NZ)",170.0,21.0,19688.0,False,,Instantaneous
116622,Approved,"Australia,New Zealand",RINNAI,KM3237FF,KM3237FF,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-10-11,"Natural Gas,LPG (AUS)",211.0,32.0,16833.0,False,,Instantaneous
116622,Approved,"Australia,New Zealand",RINNAI,REU-KM3237FFUD,KM3237FF,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-10-11,"Natural Gas,LPG (AUS)",211.0,32.0,16833.0,False,,Instantaneous
116622,Approved,"Australia,New Zealand",RINNAI,REU-KM3237FFUDC,KM3237FF,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-10-11,"Natural Gas,LPG (AUS)",211.0,32.0,16833.0,False,,Instantaneous
116623,Approved,Australia,RINNAI,10,10,Taiwan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-10-15,"Natural Gas,Propane",76.2,10.0,19558.0,False,,Instantaneous
116623,Approved,Australia,RINNAI,FM10,10,Taiwan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-10-15,"Natural Gas,Propane",76.2,10.0,19558.0,False,,Instantaneous
116623,Approved,Australia,RINNAI,IHF10,10,Taiwan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au,2023-10-15,"Natural Gas,Propane",76.2,10.0,19558.0,False,,Instantaneous
116711,Approved,"Australia,New Zealand",Dux Prodigy,170ZL,Dux Prodigy 4,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,433.0,1896.0,515.0,Class 1,Available,,http://www.dux.com.au,2023-09-12,"Natural Gas,Propane",27.0,,22400.0,,170.0,Storage
116711,Approved,"Australia,New Zealand",Dux Prodigy,170ZN,Dux Prodigy 4,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,433.0,1896.0,515.0,Class 1,Available,,http://www.dux.com.au,2023-09-12,"Natural Gas,Propane",27.0,,22400.0,,170.0,Storage
116711,Approved,"Australia,New Zealand",Dux Prodigy,Dux Prodigy 4,Dux Prodigy 4,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,433.0,1896.0,515.0,Class 1,Available,,http://www.dux.com.au,2023-09-12,"Natural Gas,Propane",27.0,,22400.0,,170.0,Storage
116854,Approved,"Australia,New Zealand",Dux Prodigy,170D5,170D5,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,433.0,1896.0,515.0,Class 1,Available,,http://www.dux.com.au,2023-10-23,"Natural Gas,Propane",26.0,,20458.0,,170.0,Storage
116854,Approved,"Australia,New Zealand",Dux Prodigy,170D5L,170D5,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,433.0,1896.0,515.0,Class 1,Available,,http://www.dux.com.au,2023-10-23,"Natural Gas,Propane",26.0,,20458.0,,170.0,Storage
116854,Approved,"Australia,New Zealand",Dux Prodigy,170D5N,170D5,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,433.0,1896.0,515.0,Class 1,Available,,http://www.dux.com.au,2023-10-23,"Natural Gas,Propane",26.0,,20458.0,,170.0,Storage
116855,Approved,"Australia,New Zealand",Thermann,135THM4,135THM4,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,433.0,1601.0,515.0,Class 1,Available,,http://www.reece.com.au/,2023-10-23,"Natural Gas,Propane",23.5,,22420.0,,135.0,Storage
116855,Approved,"Australia,New Zealand",Thermann,135THM4N,135THM4,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,433.0,1601.0,515.0,Class 1,Available,,http://www.reece.com.au/,2023-10-23,"Natural Gas,Propane",23.5,,22420.0,,135.0,Storage
116855,Approved,"Australia,New Zealand",Thermann,135THM4P,135THM4,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,433.0,1601.0,515.0,Class 1,Available,,http://www.reece.com.au/,2023-10-23,"Natural Gas,Propane",23.5,,22420.0,,135.0,Storage
