ApplStandard,Brand,Cap,Cap (Second Drum),CEC Cold,CEC Cold (Second Drum),CEC_,CEC_ (Second Drum),Cold Prog,Cold Prog (Second Drum),Cold Wat Cons,Cold Wat Cons (Second Drum),Combination,Combination (Second Drum),Conn_Mode,Conn_Mode (Second Drum),Country,delayStartMode,delayStartMode (Second Drum),Depth,Depth (Second Drum),DetergentType,DetergentType (Second Drum),Height,Height (Second Drum),Hot Wat Cons,Hot Wat Cons (Second Drum),internal_heater,internal_heater (Second Drum),Loading,Loading (Second Drum),MachineAction,MachineAction (Second Drum),Model No,Family Name,N-Standard,New SRI,New SRI (Second Drum),New Star,New Star (Second Drum),postProgenergy,postProgenergy (Second Drum),powerConsMode,powerConsMode (Second Drum),Prog Name,Prog Name (Second Drum),Sold_in,standbyPowerUsage,standbyPowerUsage (Second Drum),Submit_ID,SubmitStatus,Test Prog Time,Test Prog Time (Second Drum),Tot Wat Cons,Tot Wat Cons (Second Drum),Type,Type (Second Drum),WEI,WEI (Second Drum),Width,Width (Second Drum),ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Program Time,Program Time (Second Drum),Hot Water (L),Hot Water (L) (Second Drum),Cold Water (L),Cold Water (L) (Second Drum),Star Rating (old),Star Image Large,Star Image Large (Second Drum),Star Image Small,Star Image Small (Second Drum),Registration Number
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,10,,210,0,390,0,"Eco Cotton, Press Water Level for 3 Sec., Cold Wash",,101.0,0.0,False,,Dual,,"Vietnam,Thailand,South Korea",True,,730.0,0.0,Drum,,1023.0,0.0,0.4,0.0,Yes on the warm wash program only,,Top,,Impeller,,WTG1034WF,WTG1034,AS/NZS 2040.1:2005/Amdt 3:2010,4.00222033570546,0.0,4.0,0.0,0.000171,0.0,0.47,0.0,"Eco Cotton, Press Water Level for 3 Sec., Hot Wash and Cold Wash",,"Australia,New Zealand",0.47,0.0,122006,Approved,243.0,0.0,101.4,0.0,Non-Drum,,0.56923,0.0,690.0,0.0,2024-06-12,,Single product class,Available,,,243.0,0.0,102.0,0.0,102.0,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0818
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,BEKO,8,,,,320,,,,,,False,,Cold,,Turkey,True,,600.0,,Drum,,840.0,,,,Yes on the warm wash program only,,Front,,Drum,,WMY 8046 LB2,,AS/NZS 2040.1:2005/Amdt 3:2010,4.01564336262277,,4.0,,0.0,,0.5,,Cottons Eco; 40°C; 1400rpm,,"Australia,New Zealand",0.5,,122067,Approved,264.53,,0.0,,Drum,,0.53237,,600.0,,2024-12-05,,Single product class,Available,http://www.beko.com.au/,,265.0,,68.8,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0816
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,V-ZUG,8,,,0,186,0,0,,68.7,0.0,False,,Cold,,Switzerland,True,,625.0,0.0,Drum,,850.0,0.0,0.0,0.0,Yes on the warm wash program only,,Front,,,,AW6T-11025,,AS/NZS 2040.1:2005/Amdt 3:2010,5.07756664367166,0.0,5.0,0.0,1e-05,0.0,0.12,0.0,40 degrees C Coloureds Normal,,Australia,0.0,0.0,122529,Approved,197.52,0.0,68.7,0.0,Drum,,0.54051,0.0,595.0,0.0,2024-06-27,,Single product class,Unavailable,,http://www.vzug.com.au,198.0,0.0,68.7,0.0,68.7,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW0820
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,QFLOW,2.5,,,0,174,0,,,,0.0,False,,Cold,,China,True,,415.0,0.0,Drum,,630.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,QF-WM-3K,,AS/NZS 2040.1:2005/Amdt 3:2010,2.23801413876359,0.0,2.0,0.0,1e-06,0.0,0.98,0.0,Cotton+Child Lock,,"Australia,Fiji,New Zealand",0.98,0.0,122551,Approved,273.3,0.0,0.0,0.0,Drum,,0.947,0.0,500.0,0.0,2024-07-01,,Single product class,Available,,,263.0,0.0,28.0,0.0,28.0,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW0821
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,V-ZUG,8,,,0,291,0,,,77.2,0.0,False,,Cold,,Switzerland,True,,625.0,0.0,Drum,,850.0,0.0,0.0,0.0,Yes on the warm wash program only,,Front,,,,AW2T-11021,,AS/NZS 2040.1:2005/Amdt 3:2010,4.13874515154515,0.0,4.0,0.0,2e-06,0.0,0.09,0.0,40 Degrees C Coloureds normal,,Australia,0.09,0.0,122598,Approved,224.25,0.0,77.2,0.0,Drum,,0.57442,0.0,595.0,0.0,2024-07-03,,Single product class,Unavailable,,http://www.vzug.com.au,226.866,0.0,77.2,0.0,77.2,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0822
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,9,,,0,295,0,,,,0.0,False,,Dual,,"South Korea,Vietnam,Thailand,China",True,,560.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WV9-1409,WV9-1409,AS/NZS 2040.1:2005/Amdt 3:2010,4.50141951360882,0.0,4.5,0.0,0.00027,0.0,0.41,0.0,"Cotton Eco, 40℃, Spin1400",,"Australia,New Zealand",0.412,0.0,122618,Approved,368.0,0.0,0.0,0.0,Drum,,0.50282,0.0,600.0,0.0,2024-07-05,,Single product class,Available,,,368.0,0.0,77.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW0823
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,9,,,0,295,0,,,,0.0,False,,Dual,,"South Korea,Vietnam,Thailand,China",True,,560.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WV9-1409B,WV9-1409,AS/NZS 2040.1:2005/Amdt 3:2010,4.50141951360882,0.0,4.5,0.0,0.00027,0.0,0.41,0.0,"Cotton Eco, 40℃, Spin1400",,"Australia,New Zealand",0.412,0.0,122618,Approved,368.0,0.0,0.0,0.0,Drum,,0.50282,0.0,600.0,0.0,2024-07-05,,Single product class,Available,,,368.0,0.0,77.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW0823
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,9,,,0,295,0,,,,0.0,False,,Dual,,"South Korea,Vietnam,Thailand,China",True,,560.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WV9-1409W,WV9-1409,AS/NZS 2040.1:2005/Amdt 3:2010,4.50141951360882,0.0,4.5,0.0,0.00027,0.0,0.41,0.0,"Cotton Eco, 40℃, Spin1400",,"Australia,New Zealand",0.412,0.0,122618,Approved,368.0,0.0,0.0,0.0,Drum,,0.50282,0.0,600.0,0.0,2024-07-05,,Single product class,Available,,,368.0,0.0,77.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW0823
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,9,,,0,284,0,,,,0.0,False,,Dual,,"Vietnam,Thailand,South Korea,China",True,,560.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WV*-1409,WV*-1409,AS/NZS 2040.1:2005/Amdt 3:2010,4.50276758939098,0.0,4.5,0.0,0.00027,0.0,0.419,0.0,"Cotton Eco, 40℃, Spin1400",,"Australia,New Zealand",0.421,0.0,122619,Approved,371.0,0.0,0.0,0.0,Drum,,0.53836,0.0,600.0,0.0,2024-07-05,,Single product class,Available,,,371.0,0.0,77.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW0824
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,9,,,0,284,0,,,,0.0,False,,Dual,,"Vietnam,Thailand,South Korea,China",True,,560.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WV5-1409W,WV*-1409,AS/NZS 2040.1:2005/Amdt 3:2010,4.50276758939098,0.0,4.5,0.0,0.00027,0.0,0.419,0.0,"Cotton Eco, 40℃, Spin1400",,"Australia,New Zealand",0.421,0.0,122619,Approved,371.0,0.0,0.0,0.0,Drum,,0.53836,0.0,600.0,0.0,2024-07-05,,Single product class,Available,,,371.0,0.0,77.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW0824
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,9,,,0,284,0,,,,0.0,False,,Dual,,"Vietnam,Thailand,South Korea,China",True,,560.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WV7-1409W,WV*-1409,AS/NZS 2040.1:2005/Amdt 3:2010,4.50276758939098,0.0,4.5,0.0,0.00027,0.0,0.419,0.0,"Cotton Eco, 40℃, Spin1400",,"Australia,New Zealand",0.421,0.0,122619,Approved,371.0,0.0,0.0,0.0,Drum,,0.53836,0.0,600.0,0.0,2024-07-05,,Single product class,Available,,,371.0,0.0,77.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW0824
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,8,,,0,263,0,,,,0.0,False,,Dual,,"Vietnam,Thailand,South Korea,China",True,,560.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WV9-1408W,,AS/NZS 2040.1:2005/Amdt 3:2010,4.50204913572109,0.0,4.5,0.0,0.000286,0.0,0.413,0.0,"Cotton Eco, 40℃, Spin1400",,"Australia,New Zealand",0.419,0.0,122620,Approved,313.0,0.0,0.0,0.0,Drum,,0.49966,0.0,600.0,0.0,2024-07-11,,Single product class,Available,,,313.0,0.0,68.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW0826
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,8,,,0,251,0,,,,0.0,False,,Dual,,"Vietnam,Thailand,South Korea,China",True,,560.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WV*-1408,WV*-1408,AS/NZS 2040.1:2005/Amdt 3:2010,4.50420498425258,0.0,4.5,0.0,0.000254,0.0,0.421,0.0,"Cotton Eco, 40℃, Spin1400",,"Australia,New Zealand",0.423,0.0,122621,Approved,314.0,0.0,0.0,0.0,Drum,,0.54304,0.0,600.0,0.0,2024-07-11,,Single product class,Available,,,314.0,0.0,68.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW0827
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,8,,,0,251,0,,,,0.0,False,,Dual,,"Vietnam,Thailand,South Korea,China",True,,560.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WV5-1408W,WV*-1408,AS/NZS 2040.1:2005/Amdt 3:2010,4.50420498425258,0.0,4.5,0.0,0.000254,0.0,0.421,0.0,"Cotton Eco, 40℃, Spin1400",,"Australia,New Zealand",0.423,0.0,122621,Approved,314.0,0.0,0.0,0.0,Drum,,0.54304,0.0,600.0,0.0,2024-07-11,,Single product class,Available,,,314.0,0.0,68.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW0827
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,8,,,0,251,0,,,,0.0,False,,Dual,,"Vietnam,Thailand,South Korea,China",True,,560.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WV7-1408W,WV*-1408,AS/NZS 2040.1:2005/Amdt 3:2010,4.50420498425258,0.0,4.5,0.0,0.000254,0.0,0.421,0.0,"Cotton Eco, 40℃, Spin1400",,"Australia,New Zealand",0.423,0.0,122621,Approved,314.0,0.0,0.0,0.0,Drum,,0.54304,0.0,600.0,0.0,2024-07-11,,Single product class,Available,,,314.0,0.0,68.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW0827
AS/NZS 2040.2:2005,Midea,6,,,0,414,0,,,,0.0,False,,Cold,,China,False,,,0.0,Drum,,,0.0,,0.0,Yes on the warm wash program only,,Front,,,,DMFLW60G,,AS/NZS 2040.1:2005/Amdt 3:2010,2.70520120705683,0.0,2.5,0.0,0.13,0.0,0.62,0.0,Cotton 60,,New Zealand,0.47,0.0,122623,Approved,200.0,0.0,0.0,0.0,Drum,,0.5502,0.0,,0.0,2119-07-01,,Single product class,Available,,,200.0,0.0,61.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,ZCW0132
AS/NZS 2040.2:2005,Midea,7.5,,,0,543,0,,,,0.0,False,,Cold,,China,False,,,0.0,Drum,,,0.0,,0.0,Yes on the warm wash program only,,Front,,,,DMFLW75G,,AS/NZS 2040.1:2005/Amdt 3:2010,2.60935311508961,0.0,2.5,0.0,0.13,0.0,0.6,0.0,Cotton 60,,New Zealand,0.5,0.0,122626,Approved,200.0,0.0,0.0,0.0,Drum,,0.5278,0.0,,0.0,2119-07-01,,Single product class,Available,,,200.0,0.0,77.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,ZCW0133
AS/NZS 2040.2:2005,Midea,9,,,0,427,0,,,,0.0,False,,Cold,,China,False,,,0.0,Drum,,,0.0,,0.0,Yes on the warm wash program only,,Front,,,,dmflw90G,,AS/NZS 2040.1:2005/Amdt 3:2010,3.56831590768945,0.0,3.5,0.0,0.2,0.0,0.5,0.0,Cotton 60,,New Zealand,0.5,0.0,122628,Approved,200.0,0.0,0.0,0.0,Drum,,0.5715,0.0,,0.0,2119-07-01,,Single product class,Available,,,200.0,0.0,92.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,ZCW0134
AS/NZS 2040.2:2005,Midea,8,,,0,600,0,,,,0.0,False,,Dual,,China,False,,,0.0,Non Drum,,,0.0,,0.0,No,,Top,,Impeller,,DMWM80,,AS/NZS 2040.1:2005/Amdt 3:2010,2.199544288493,0.0,2.0,0.0,0.0,0.0,1.1,0.0,‘Normal program & Water level 5,,New Zealand,1.1,0.0,122631,Approved,70.0,0.0,0.0,0.0,Non-Drum,,0.8198,0.0,,0.0,2119-07-01,,Single product class,Available,,,70.0,0.0,104.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ZCW0131
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,7.5,,102,,515,,"Eco Cotton, Water Level 2, Cold, Wash 6min, Rinse 4, Spin Ultra, Soak 60min",,,,False,,Dual,,China,True,,606.0,,Drum,,990.0,,,,Yes on the warm wash program only,,Top,,Impeller,,WTG7532W,,AS/NZS 2040.1:2005/Amdt 3:2010,2.50456912241822,,2.5,,7e-05,,0.0,,"Eco Cotton, Water Level 2, Hot & Cold, Wash 6min, Rinse 4, Spin Ultra, Soak 60min",,"Australia,New Zealand",0.0,,122747,Approved,117.0,,0.0,,Non-Drum,,0.72779,,590.0,,2024-08-01,,Single product class,Available,,,117.0,,77.0,,77.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,ACW0825
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,CAMEC,2.5,,,0,187,0,,,,0.0,False,,Dual,,China,True,,348.0,0.0,Drum,,670.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,050122,,AS/NZS 2040.1:2005/Amdt 3:2010,2.16596013733231,0.0,2.0,0.0,0.003,0.0,3.687,0.0,Energy Cotton 40℃ 700rpm,,"Australia,Fiji,New Zealand",1.64,0.0,123274,Approved,321.0,0.0,0.0,0.0,Drum,,0.8621,0.0,575.0,0.0,2024-08-08,,Single product class,Available,http://www.camec.com.au,,321.0,0.0,27.9,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW0830
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,SAMSUNG ELECTRONICS,7,,140,0,260,0,"Cotton, Cold, Intensive, Rinse 2, 1200 Spin",,55.9,0.0,False,,Cold,,China,True,,,0.0,Drum,,,0.0,0.4,0.0,Yes on the warm wash program only,,Front,,,,WW70K6210RW,,AS/NZS 2040.1:2005/Amdt 3:2010,4.05658905519041,0.0,4.0,0.0,0.000604,0.0,0.438,0.0,"Cotton, 40°C, Intensive, Rinse 2, 1200 Spin",,"Australia,Fiji,New Zealand",0.432,0.0,123291,Approved,295.0,0.0,56.3,0.0,Drum,,0.59495,0.0,,0.0,2024-08-06,,Single product class,Available,,http://www.samsung.com.au,295.0,0.0,60.0,0.0,60.0,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0829
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,SEIKI,8,,,0,600,0,,,,0.0,False,,Dual,,China,False,,605.0,0.0,Non Drum,,980.0,0.0,,0.0,No,,Top,,Impeller,,SC-8000AU7TL,,AS/NZS 2040.1:2005/Amdt 3:2010,2.199544288493,0.0,2.0,0.0,0.0,0.0,1.1,0.0,Normal water level 5,,"Australia,Fiji,New Zealand",1.1,0.0,123424,Approved,68.0,0.0,0.0,0.0,Non-Drum,,0.8198,0.0,580.0,0.0,2024-08-15,,Single product class,Available,http://www.ayonz.com/,,68.0,0.0,104.0,0.0,104.0,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW0835
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,SEIKI,10,,,0,449,0,,,,0.0,True,,Cold,,China,False,,595.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,SC-1070AU9FLCO,,AS/NZS 2040.1:2005/Amdt 3:2010,3.7032166325617,0.0,3.5,0.0,0.0,0.0,0.17,0.0,Cotton Eco,,"Australia,Fiji,New Zealand",0.17,0.0,123426,Approved,323.0,0.0,0.0,0.0,Drum,,0.5647,0.0,595.0,0.0,2024-08-14,,Single product class,Available,http://www.ayonz.com/,,322.0,0.0,100.0,0.0,100.0,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,ACW0834
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,FISHER & PAYKEL,10,,102,,345,,,,,,False,,Dual,,Thailand,True,,,,Non Drum,,,,,,No,,Top,,Agitator,,WA1068P*,WA1068P*,AS/NZS 2040.1:2005/Amdt 3:2010,4.14654348769362,,4.0,,0.0004,,1.2,,"Regular, Eco Active On, Warm/Cold, Normal Soil, Eco Rinse",,"Australia,New Zealand",,,123485,Approved,68.0,,0.0,,Non-Drum,,0.63,,,,2024-09-08,,Single product class,Available,http://www.fisherpaykel.co.nz/,,68.0,,123.0,,123.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0833
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,FISHER & PAYKEL,10,,102,,345,,,,,,False,,Dual,,Thailand,True,,,,Non Drum,,,,,,No,,Top,,Agitator,,WA1068P1,WA1068P*,AS/NZS 2040.1:2005/Amdt 3:2010,4.14654348769362,,4.0,,0.0004,,1.2,,"Regular, Eco Active On, Warm/Cold, Normal Soil, Eco Rinse",,"Australia,New Zealand",,,123485,Approved,68.0,,0.0,,Non-Drum,,0.63,,,,2024-09-08,,Single product class,Available,http://www.fisherpaykel.co.nz/,,68.0,,123.0,,123.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0833
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,ELECTROLUX,10,,,0,214,0,,,,0.0,False,,Cold,,Thailand,True,,,0.0,Drum,,,0.0,,0.0,Yes on the warm wash program only,,Front,,,,EWF1041ZDWA,,AS/NZS 2040.1:2005/Amdt 3:2010,5.13568717270925,0.0,5.0,0.0,0.0,0.0,1.9,0.0,"Energy Saver 40degC, 1400rpm, Off Autodose detergent, Off Autodose softener",,"Australia,Fiji,New Zealand",0.379,0.0,123499,Approved,326.0,0.0,0.0,0.0,Drum,,0.573,0.0,,0.0,2024-08-16,,Single product class,Available,,http://www.electrolux.com.au,326.0,0.0,86.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW0836
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,STIRLING,8,,0,0,265,0,,,0.0,0.0,False,,Cold,,China,False,,,0.0,Drum,,,0.0,0.0,0.0,Yes on the warm wash program only,,Front,,,,STR-FL80,,AS/NZS 2040.1:2005/Amdt 3:2010,4.32251636365314,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Cotton Eco,,Australia,0.7,0.0,123530,Approved,334.002,0.0,0.0,0.0,Drum,,0.5778,0.0,,0.0,2024-08-28,,Single product class,Available,,,334.002,0.0,79.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0842
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,7.5,,,0,224,0,,,,0.0,False,,Cold,,"Vietnam,Thailand,South Korea,China",True,,470.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WV5-1275W,,AS/NZS 2040.1:2005/Amdt 3:2010,4.50616842293012,0.0,4.5,0.0,0.000278,0.0,0.421,0.0,"Cotton Eco, 40℃, Spin 1200",,"Australia,New Zealand",0.423,0.0,123555,Approved,346.0,0.0,0.0,0.0,Drum,,0.58608,0.0,600.0,0.0,2024-08-21,,Single product class,Available,,,346.0,0.0,77.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW0839
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,8,,,0,246,0,,,,0.0,False,,Cold,,"Vietnam,Thailand,South Korea,China",True,,470.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WV7-1208W,,AS/NZS 2040.1:2005/Amdt 3:2010,4.50284742760498,0.0,4.5,0.0,0.000251,0.0,0.416,0.0,"Cotton Eco, 40℃, Spin 1200",,"Australia,New Zealand",0.418,0.0,123556,Approved,399.0,0.0,0.0,0.0,Drum,,0.56217,0.0,600.0,0.0,2024-08-21,,Single product class,Available,,,399.0,0.0,82.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW0840
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,FISHER & PAYKEL,9,,,0,340,0,,,,0.0,False,,Cold,,China,True,,645.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WH9060J3,,AS/NZS 2040.1:2005/Amdt 3:2010,4.04513918217868,0.0,4.0,0.0,1e-05,0.0,0.1,0.0,"Cottons, 40C, Eco Program",,"Australia,New Zealand",0.0,0.0,123557,Approved,243.0,0.0,0.0,0.0,Drum,,0.58,0.0,600.0,0.0,2024-08-23,,Single product class,Available,,,243.0,0.0,77.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0841
