Submit_ID,Brand_Reg,Model_No,Family Name,N-Reg_Date,N-Grandfather-Date,Reg_No,SoldIn,Country,Prod_conf,nov,pno,Apply_type_for,SubmitStatus,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Input voltage (V) Max,Input voltage (V) Min,Output voltage (V) Min
110644,TURNMAX,TM-K012VB-00502400PH-Z,,2017-10-27,,APS5747,"Australia,Fiji,New Zealand",China,AC-DC,5.0,12.0,High Efficiency 2014 (Mark VI),Approved,2022-10-27,,Class 1,Available,,,240.0,100.0,5.0
110653,TE,YLJXA-A050150,YLJXA-AXXXXXX SERIES,2017-10-27,,APS5740,"Australia,Fiji,New Zealand",China,AC-DC,5.0,7.5,High Efficiency 2008 (Mark V),Approved,2022-10-27,,Class 1,Available,,http://www.te-telequip.com,240.0,100.0,5.0
110653,TE,YLJXA-AXXXXXX SERIES,YLJXA-AXXXXXX SERIES,2017-10-27,,APS5740,"Australia,Fiji,New Zealand",China,AC-DC,5.0,7.5,High Efficiency 2008 (Mark V),Approved,2022-10-27,,Class 1,Available,,http://www.te-telequip.com,240.0,100.0,5.0
110653,Eversure,YLJXA-A050150,YLJXA-AXXXXXX SERIES,2017-10-27,,APS5740,"Australia,Fiji,New Zealand",China,AC-DC,5.0,7.5,High Efficiency 2008 (Mark V),Approved,2022-10-27,,Class 1,Available,,http://www.te-telequip.com,240.0,100.0,5.0
110653,Eversure,YLJXA-AXXXXXX SERIES,YLJXA-AXXXXXX SERIES,2017-10-27,,APS5740,"Australia,Fiji,New Zealand",China,AC-DC,5.0,7.5,High Efficiency 2008 (Mark V),Approved,2022-10-27,,Class 1,Available,,http://www.te-telequip.com,240.0,100.0,5.0
110653,GOLINX,YLJXA-A050150,YLJXA-AXXXXXX SERIES,2017-10-27,,APS5740,"Australia,Fiji,New Zealand",China,AC-DC,5.0,7.5,High Efficiency 2008 (Mark V),Approved,2022-10-27,,Class 1,Available,,http://www.te-telequip.com,240.0,100.0,5.0
110653,GOLINX,YLJXA-AXXXXXX SERIES,YLJXA-AXXXXXX SERIES,2017-10-27,,APS5740,"Australia,Fiji,New Zealand",China,AC-DC,5.0,7.5,High Efficiency 2008 (Mark V),Approved,2022-10-27,,Class 1,Available,,http://www.te-telequip.com,240.0,100.0,5.0
110657,HONOTO,ADS-25FSG-06 05015EPSA,ADS-25SGP-06 05015E,2017-10-23,,APS5729,"Australia,Fiji,New Zealand",China,AC-DC,5.0,15.0,High Efficiency 2014 (Mark VI),Approved,2022-10-23,,Class 1,Available,http://www.ac-dc-au.com.au/,,240.0,100.0,5.0
110657,HONOTO,ADS-25SGP-06 05015E,ADS-25SGP-06 05015E,2017-10-23,,APS5729,"Australia,Fiji,New Zealand",China,AC-DC,5.0,15.0,High Efficiency 2014 (Mark VI),Approved,2022-10-23,,Class 1,Available,http://www.ac-dc-au.com.au/,,240.0,100.0,5.0
110659,Oneplus,DC0504B6GB,,2017-11-02,,APS5765,"Australia,Fiji,New Zealand",China,AC-DC,5.0,20.0,High Efficiency 2014 (Mark VI),Approved,2022-11-02,,Class 1,Unavailable,,,240.0,100.0,5.0
110661,Panasonic,FZ-AA2202***,FZ-AA2202***,2017-10-25,,APS5735,"Australia,Fiji,New Zealand",China,AC-DC,12.0,24.0,High Efficiency 2008 (Mark V),Approved,2022-11-21,,Class 1,Available,,http://N/A,240.0,100.0,12.0
110661,Panasonic,FZ-AA2202BM3,FZ-AA2202***,2017-10-25,,APS5735,"Australia,Fiji,New Zealand",China,AC-DC,12.0,24.0,High Efficiency 2008 (Mark V),Approved,2022-11-21,,Class 1,Available,,http://N/A,240.0,100.0,12.0
110661,Panasonic,FZ-AA2202BM4,FZ-AA2202***,2017-10-25,,APS5735,"Australia,Fiji,New Zealand",China,AC-DC,12.0,24.0,High Efficiency 2008 (Mark V),Approved,2022-11-21,,Class 1,Available,,http://N/A,240.0,100.0,12.0
110661,Panasonic,FZ-AA2202BM5,FZ-AA2202***,2017-10-25,,APS5735,"Australia,Fiji,New Zealand",China,AC-DC,12.0,24.0,High Efficiency 2008 (Mark V),Approved,2022-11-21,,Class 1,Available,,http://N/A,240.0,100.0,12.0
110663,POWERTRAN,M8931/2A,M8931/2A,2017-11-03,,APS5766,"Australia,Fiji,New Zealand",China,AC-DC,12.0,12.0,High Efficiency 2008 (Mark V),Approved,2022-11-01,,Class 1,Available,http://www.altronics.com.au/,http://www.altronics.com.au/index.asp?area=item&id=M8980,240.0,100.0,12.0
110663,POWERTRAN,M8932A,M8931/2A,2017-11-03,,APS5766,"Australia,Fiji,New Zealand",China,AC-DC,12.0,12.0,High Efficiency 2008 (Mark V),Approved,2022-11-01,,Class 1,Available,http://www.altronics.com.au/,http://www.altronics.com.au/index.asp?area=item&id=M8980,240.0,100.0,12.0
110663,POWERTRAN,MB8932B,M8931/2A,2017-11-03,,APS5766,"Australia,Fiji,New Zealand",China,AC-DC,12.0,12.0,High Efficiency 2008 (Mark V),Approved,2022-11-01,,Class 1,Available,http://www.altronics.com.au/,http://www.altronics.com.au/index.asp?area=item&id=M8980,240.0,100.0,12.0
110667,"Shenzhen Walon Technology Co., Ltd",HN090120AAU1D,,2017-10-24,,APS5734,"Australia,Fiji,New Zealand",China,AC-DC,9.0,10.8,High Efficiency 2014 (Mark VI),Approved,2022-10-24,,Class 1,Available,,,240.0,100.0,9.0
110676,DELTA,ADP-135FB F,,2017-10-25,,APS5737,"Australia,Fiji,New Zealand","China,Thailand",AC-DC,19.0,134.9,High Efficiency 2008 (Mark V),Approved,2022-10-25,,Class 1,Available,,,240.0,100.0,19.0
110679,BP,SW0550900,SW0550900,2017-10-27,,APS5746,"Australia,Fiji,New Zealand",China,AC-DC,5.5,4.95,High Efficiency 2008 (Mark V),Approved,2022-10-27,,Class 1,Available,,,240.0,100.0,5.5
110679,BP,SW0550900-A03,SW0550900,2017-10-27,,APS5746,"Australia,Fiji,New Zealand",China,AC-DC,5.5,4.95,High Efficiency 2008 (Mark V),Approved,2022-10-27,,Class 1,Available,,,240.0,100.0,5.5
110679,BP,SW0550900-AM,SW0550900,2017-10-27,,APS5746,"Australia,Fiji,New Zealand",China,AC-DC,5.5,4.95,High Efficiency 2008 (Mark V),Approved,2022-10-27,,Class 1,Available,,,240.0,100.0,5.5
110680,Great Wall,GA150SD2-5602679,,2017-10-27,,APS5745,"Australia,Fiji,New Zealand",China,AC-DC,56.0,150.024,High Efficiency 2014 (Mark VI),Approved,2022-10-27,,Class 1,Available,,,240.0,100.0,56.0
110684,FSP,FSP040-DHMN2,,2017-10-27,,APS5744,"Australia,Fiji,New Zealand",Taiwan,AC-DC,12.0,40.0,High Efficiency 2014 (Mark VI),Approved,2022-10-27,,Class 1,Available,http://www.fsp-group.com/,http://www.fsp-group.com/,240.0,100.0,12.0
110702,"Aquil Star Precision Industrial (Shenzhen) Co., Ltd",2.5w,2.5w,2017-10-26,,APS5738,"Australia,Fiji,New Zealand",China,AC-DC,5.0,2.5,High Efficiency 2008 (Mark V),Approved,2022-10-26,,Class 1,Available,,,240.0,100.0,5.0
110702,"Aquil Star Precision Industrial (Shenzhen) Co., Ltd",ASSA105c-050050,2.5w,2017-10-26,,APS5738,"Australia,Fiji,New Zealand",China,AC-DC,5.0,2.5,High Efficiency 2008 (Mark V),Approved,2022-10-26,,Class 1,Available,,,240.0,100.0,5.0
110702,"Aquil Star Precision Industrial (Shenzhen) Co., Ltd",ASSA105C-050050,2.5w,2017-10-26,,APS5738,"Australia,Fiji,New Zealand",China,AC-DC,5.0,2.5,High Efficiency 2008 (Mark V),Approved,2022-10-26,,Class 1,Available,,,240.0,100.0,5.0
110715,GPE,GPE053A-V090050-4,,2017-10-27,,APS5743,"Australia,Fiji,New Zealand",China,AC-DC,9.0,4.5,High Efficiency 2014 (Mark VI),Approved,2022-10-27,,Class 1,Available,https://www.jaycar.com.au/,http://www.GPEpower.com,240.0,100.0,9.0
110720,TE,YLJXA-A042100,,2017-10-27,,APS5742,"Australia,Fiji,New Zealand",China,AC-DC,4.2,4.2,High Efficiency 2008 (Mark V),Approved,2022-10-27,,Class 1,Available,,http://www.te-telequip.com,240.0,100.0,4.2
110726,mimosa,G0566-500-120,,2017-10-31,,APS5753,"Australia,Fiji,New Zealand",China,AC-DC,50.0,60.0,High Efficiency 2014 (Mark VI),Approved,2022-10-31,,Class 1,Available,,,240.0,100.0,50.0
110728,Amc,EASA+24120-2000,,2017-10-27,,APS5741,"Australia,Fiji,New Zealand",China,AC-DC,12.0,24.0,High Efficiency 2014 (Mark VI),Approved,2022-10-27,,Class 1,Available,,,240.0,100.0,12.0
110732,DYS,DYS650-120300M,DYS650-120300W-K,2017-11-06,,APS5774,"Australia,Fiji,New Zealand",China,AC-DC,12.0,36.0,High Efficiency 2014 (Mark VI),Approved,2022-11-06,,Class 1,Available,,,240.0,100.0,12.0
110732,DYS,DYS650-120300W,DYS650-120300W-K,2017-11-06,,APS5774,"Australia,Fiji,New Zealand",China,AC-DC,12.0,36.0,High Efficiency 2014 (Mark VI),Approved,2022-11-06,,Class 1,Available,,,240.0,100.0,12.0
110732,DYS,DYS650-120300W-4,DYS650-120300W-K,2017-11-06,,APS5774,"Australia,Fiji,New Zealand",China,AC-DC,12.0,36.0,High Efficiency 2014 (Mark VI),Approved,2022-11-06,,Class 1,Available,,,240.0,100.0,12.0
110732,DYS,DYS650-120300W-K,DYS650-120300W-K,2017-11-06,,APS5774,"Australia,Fiji,New Zealand",China,AC-DC,12.0,36.0,High Efficiency 2014 (Mark VI),Approved,2022-11-06,,Class 1,Available,,,240.0,100.0,12.0
110736,OMRON,SA1310-060160AU,,2017-11-01,,APS5755,"Australia,Fiji,New Zealand",China,AC-DC,6.0,9.6,High Efficiency 2008 (Mark IV),Approved,2022-12-12,,Class 1,Available,,,240.0,100.0,6.0
110748,UNISURF,EE-0503000**,EE-0503000**,2017-11-02,,APS5764,,China,AC-DC,5.0,15.0,High Efficiency 2008 (Mark V),Approved,2022-11-02,,Class 1,Available,http://www.pendo.com.au/,,240.0,100.0,5.0
110748,UNISURF,EE-0503000CD,EE-0503000**,2017-11-02,,APS5764,,China,AC-DC,5.0,15.0,High Efficiency 2008 (Mark V),Approved,2022-11-02,,Class 1,Available,http://www.pendo.com.au/,,240.0,100.0,5.0
110748,UNISURF,EE-0503000CU,EE-0503000**,2017-11-02,,APS5764,,China,AC-DC,5.0,15.0,High Efficiency 2008 (Mark V),Approved,2022-11-02,,Class 1,Available,http://www.pendo.com.au/,,240.0,100.0,5.0
110748,UNISURF,EE-0503000WD,EE-0503000**,2017-11-02,,APS5764,,China,AC-DC,5.0,15.0,High Efficiency 2008 (Mark V),Approved,2022-11-02,,Class 1,Available,http://www.pendo.com.au/,,240.0,100.0,5.0
110748,UNISURF,EE-0503000WU,EE-0503000**,2017-11-02,,APS5764,,China,AC-DC,5.0,15.0,High Efficiency 2008 (Mark V),Approved,2022-11-02,,Class 1,Available,http://www.pendo.com.au/,,240.0,100.0,5.0
110748,UNISURF,EE-0530A,EE-0503000**,2017-11-02,,APS5764,,China,AC-DC,5.0,15.0,High Efficiency 2008 (Mark V),Approved,2022-11-02,,Class 1,Available,http://www.pendo.com.au/,,240.0,100.0,5.0
110748,UNISURF,EE-0530-E,EE-0503000**,2017-11-02,,APS5764,,China,AC-DC,5.0,15.0,High Efficiency 2008 (Mark V),Approved,2022-11-02,,Class 1,Available,http://www.pendo.com.au/,,240.0,100.0,5.0
110751,Chicony,CPA09-002B,,2017-11-02,,APS5763,"Australia,Fiji,New Zealand",China,AC-DC,12.0,36.0,High Efficiency 2014 (Mark VI),Approved,2022-11-02,,Class 1,Available,,http://www.chicony.com,240.0,100.0,12.0
110757,Fastbon,G051*-120050*-*,G051*-120050*-*,2017-11-03,,APS5767,"Australia,Fiji,New Zealand",China,AC-DC,12.0,6.0,High Efficiency 2008 (Mark V),Approved,2022-11-03,,Class 1,Available,,,240.0,100.0,12.0
110757,Fastbon,G051-120050B-6,G051*-120050*-*,2017-11-03,,APS5767,"Australia,Fiji,New Zealand",China,AC-DC,12.0,6.0,High Efficiency 2008 (Mark V),Approved,2022-11-03,,Class 1,Available,,,240.0,100.0,12.0
110757,Fastbon,G051-120050U-6,G051*-120050*-*,2017-11-03,,APS5767,"Australia,Fiji,New Zealand",China,AC-DC,12.0,6.0,High Efficiency 2008 (Mark V),Approved,2022-11-03,,Class 1,Available,,,240.0,100.0,12.0
110757,Fastbon,G051A-120050B-1,G051*-120050*-*,2017-11-03,,APS5767,"Australia,Fiji,New Zealand",China,AC-DC,12.0,6.0,High Efficiency 2008 (Mark V),Approved,2022-11-03,,Class 1,Available,,,240.0,100.0,12.0
110757,Fastbon,G051A-120050B-5,G051*-120050*-*,2017-11-03,,APS5767,"Australia,Fiji,New Zealand",China,AC-DC,12.0,6.0,High Efficiency 2008 (Mark V),Approved,2022-11-03,,Class 1,Available,,,240.0,100.0,12.0
110757,Fastbon,G051A-120050B-8,G051*-120050*-*,2017-11-03,,APS5767,"Australia,Fiji,New Zealand",China,AC-DC,12.0,6.0,High Efficiency 2008 (Mark V),Approved,2022-11-03,,Class 1,Available,,,240.0,100.0,12.0
110757,Fastbon,G051A-120050U-1,G051*-120050*-*,2017-11-03,,APS5767,"Australia,Fiji,New Zealand",China,AC-DC,12.0,6.0,High Efficiency 2008 (Mark V),Approved,2022-11-03,,Class 1,Available,,,240.0,100.0,12.0
110757,Fastbon,G051A-120050U-8,G051*-120050*-*,2017-11-03,,APS5767,"Australia,Fiji,New Zealand",China,AC-DC,12.0,6.0,High Efficiency 2008 (Mark V),Approved,2022-11-03,,Class 1,Available,,,240.0,100.0,12.0
110758,DREMEL,S008MS1200050,,2017-10-31,,APS5749,"Australia,Fiji,New Zealand",China,AC-DC,12.0,5.0,High Efficiency 2008 (Mark V),Approved,2022-10-31,,Class 2,Available,,,240.0,220.0,12.0
110770,SONY,*15*25*,*15*25*,2017-11-02,,APS5762,"Australia,Fiji,New Zealand",China,AC-DC,15.0,37.5,High Efficiency 2014 (Mark VI),Approved,2022-11-02,,Class 1,Available,,,240.0,100.0,15.0
110770,SONY,AC-E1525,*15*25*,2017-11-02,,APS5762,"Australia,Fiji,New Zealand",China,AC-DC,15.0,37.5,High Efficiency 2014 (Mark VI),Approved,2022-11-02,,Class 1,Available,,,240.0,100.0,15.0
110770,JQH,*15*25*,*15*25*,2017-11-02,,APS5762,"Australia,Fiji,New Zealand",China,AC-DC,15.0,37.5,High Efficiency 2014 (Mark VI),Approved,2022-11-02,,Class 1,Available,,,240.0,100.0,15.0
110770,JQH,NSA40EX-150250,*15*25*,2017-11-02,,APS5762,"Australia,Fiji,New Zealand",China,AC-DC,15.0,37.5,High Efficiency 2014 (Mark VI),Approved,2022-11-02,,Class 1,Available,,,240.0,100.0,15.0
110771,EVEREADY,ACA1AAUEBK4,ACA1AAUEXXX,2017-11-01,,APS5754,"Australia,Fiji,New Zealand",China,AC-DC,5.0,5.0,High Efficiency 2014 (Mark VI),Approved,2022-11-01,,Class 1,Available,,,240.0,100.0,5.0
110771,EVEREADY,ACA1AAUEC24,ACA1AAUEXXX,2017-11-01,,APS5754,"Australia,Fiji,New Zealand",China,AC-DC,5.0,5.0,High Efficiency 2014 (Mark VI),Approved,2022-11-01,,Class 1,Available,,,240.0,100.0,5.0
110771,EVEREADY,ACA1AAUELI4,ACA1AAUEXXX,2017-11-01,,APS5754,"Australia,Fiji,New Zealand",China,AC-DC,5.0,5.0,High Efficiency 2014 (Mark VI),Approved,2022-11-01,,Class 1,Available,,,240.0,100.0,5.0
110771,EVEREADY,ACA1AAUEMC4,ACA1AAUEXXX,2017-11-01,,APS5754,"Australia,Fiji,New Zealand",China,AC-DC,5.0,5.0,High Efficiency 2014 (Mark VI),Approved,2022-11-01,,Class 1,Available,,,240.0,100.0,5.0
110771,EVEREADY,ACA1AAUEWH4,ACA1AAUEXXX,2017-11-01,,APS5754,"Australia,Fiji,New Zealand",China,AC-DC,5.0,5.0,High Efficiency 2014 (Mark VI),Approved,2022-11-01,,Class 1,Available,,,240.0,100.0,5.0
110771,EVEREADY,ACA1AAUEXXX,ACA1AAUEXXX,2017-11-01,,APS5754,"Australia,Fiji,New Zealand",China,AC-DC,5.0,5.0,High Efficiency 2014 (Mark VI),Approved,2022-11-01,,Class 1,Available,,,240.0,100.0,5.0
110774,HONOTO,ADS-40FI-12 12034EPSA-H,,2017-10-31,,APS5752,"Australia,Fiji,New Zealand",China,AC-DC,12.0,33.6,High Efficiency 2014 (Mark VI),Approved,2022-10-31,,Class 1,Available,http://www.ac-dc-au.com.au/,,240.0,200.0,12.0
110777,HUAWEI,HW-120300A1W,,2017-11-14,,APS5803,"Australia,Fiji,New Zealand",China,AC-DC,12.0,36.0,High Efficiency 2014 (Mark VI),Approved,2022-11-14,,Class 1,Available,http://www.ac-dc-au.com.au/,,240.0,100.0,12.0
110804,Energizer,ACA1AAUCLI3,,2017-11-02,,APS5761,"Australia,Fiji,New Zealand",China,AC-DC,5.0,5.0,High Efficiency 2014 (Mark VI),Approved,2022-11-02,,Class 1,Available,,,240.0,100.0,5.0
110812,FSP,FSP075-RAAN3,,2017-11-02,,APS5760,"Australia,Fiji,New Zealand",Taiwan,AC-DC,24.0,75.0,High Efficiency 2014 (Mark VI),Approved,2022-11-02,,Class 1,Available,http://www.fsp-group.com/,http://www.fsp-group.com/,240.0,100.0,24.0
110813,Motorola,25012022006,MU15-M050275-A3,2017-11-03,,APS5771,"Australia,Fiji,New Zealand",Taiwan,AC-DC,5.0,13.75,High Efficiency 2008 (Mark V),Approved,2022-11-03,,Class 1,Available,http://www.lei.com.tw/,http://www.motorola.com,240.0,100.0,5.0
110813,Motorola,MU15-M050275-A3,MU15-M050275-A3,2017-11-03,,APS5771,"Australia,Fiji,New Zealand",Taiwan,AC-DC,5.0,13.75,High Efficiency 2008 (Mark V),Approved,2022-11-03,,Class 1,Available,http://www.lei.com.tw/,http://www.motorola.com,240.0,100.0,5.0
110814,FSP,FSP120-ABBN2,,2017-11-03,,APS5772,"Australia,Fiji,New Zealand",Taiwan,AC-DC,19.0,120.0,High Efficiency 2014 (Mark VI),Approved,2022-11-03,,Class 1,Available,http://www.fsp-group.com/,http://www.fsp-group.com/,240.0,100.0,19.0
110816,LEI,MU18-D160100-A3,MU18-D160100-A3,2017-11-02,,APS5758,"Australia,Fiji,New Zealand",Taiwan,AC-DC,16.0,16.0,High Efficiency 2008 (Mark V),Approved,2022-11-02,,Class 1,Available,http://www.lei.com.tw/,http://www.lei.com.tw/,240.0,100.0,16.0
110816,Motorola,MU18-D160100-A3,MU18-D160100-A3,2017-11-02,,APS5758,"Australia,Fiji,New Zealand",Taiwan,AC-DC,16.0,16.0,High Efficiency 2008 (Mark V),Approved,2022-11-02,,Class 1,Available,http://www.lei.com.tw/,http://www.lei.com.tw/,240.0,100.0,16.0
110832,FSP,FSP060-DHAN3,,2017-11-02,,APS5759,"Australia,Fiji,New Zealand",Taiwan,AC-DC,12.0,60.0,High Efficiency 2014 (Mark VI),Approved,2022-11-02,,Class 1,Available,http://www.fsp-group.com/,http://www.fsp-group.com/,240.0,100.0,12.0
110863,LEI,NUA0-6240416-I1,NUA0-6240416-I1,2017-11-03,,APS5768,"Australia,Fiji,New Zealand",Taiwan,AC-DC,24.0,99.8,High Efficiency 2014 (Mark VI),Approved,2022-11-03,,Class 1,Available,http://www.lei.com.tw/,http://www.lei.com.tw/,240.0,100.0,24.0
110863,LEI,PA-700,NUA0-6240416-I1,2017-11-03,,APS5768,"Australia,Fiji,New Zealand",Taiwan,AC-DC,24.0,99.8,High Efficiency 2014 (Mark VI),Approved,2022-11-03,,Class 1,Available,http://www.lei.com.tw/,http://www.lei.com.tw/,240.0,100.0,24.0
110863,YAMAHA,NUA0-6240416-I1,NUA0-6240416-I1,2017-11-03,,APS5768,"Australia,Fiji,New Zealand",Taiwan,AC-DC,24.0,99.8,High Efficiency 2014 (Mark VI),Approved,2022-11-03,,Class 1,Available,http://www.lei.com.tw/,http://www.lei.com.tw/,240.0,100.0,24.0
110863,YAMAHA,PA-700,NUA0-6240416-I1,2017-11-03,,APS5768,"Australia,Fiji,New Zealand",Taiwan,AC-DC,24.0,99.8,High Efficiency 2014 (Mark VI),Approved,2022-11-03,,Class 1,Available,http://www.lei.com.tw/,http://www.lei.com.tw/,240.0,100.0,24.0
110870,CISCO,GA-PWR-50WAC,,2017-11-08,,APS5778,"Australia,Fiji,New Zealand",Taiwan,AC-DC,54.0,49.68,High Efficiency 2014 (Mark VI),Approved,2022-11-08,,Class 1,Available,,,240.0,100.0,54.0
110871,Ruckus,740-64283-001,"UP0451H-54PP, 740-64283-001",2017-11-07,,APS5777,"Australia,Fiji,New Zealand",Taiwan,AC-DC,48.0,49.92,High Efficiency 2014 (Mark VI),Approved,2022-11-07,,Class 2,Available,,,240.0,100.0,48.0
110871,Ruckus,UP0451H-54PP,"UP0451H-54PP, 740-64283-001",2017-11-07,,APS5777,"Australia,Fiji,New Zealand",Taiwan,AC-DC,48.0,49.92,High Efficiency 2014 (Mark VI),Approved,2022-11-07,,Class 2,Available,,,240.0,100.0,48.0
110871,Ruckus,"UP0451H-54PP, 740-64283-001","UP0451H-54PP, 740-64283-001",2017-11-07,,APS5777,"Australia,Fiji,New Zealand",Taiwan,AC-DC,48.0,49.92,High Efficiency 2014 (Mark VI),Approved,2022-11-07,,Class 2,Available,,,240.0,100.0,48.0
110882,Cisco,AIR-MOD-AC-AU,,2017-12-15,,APS5866,"Australia,Fiji,New Zealand",Taiwan,AC-DC,5.0,7.5,High Efficiency 2014 (Mark VI),Approved,2022-12-15,,Class 2,Available,,,240.0,100.0,5.0
110887,"Shenzhen Ri Hui Da Electronics Co., Ltd",RHD20W190060,,2017-11-03,,APS5773,"Australia,Fiji,New Zealand",China,AC-DC,19.0,11.4,High Efficiency 2014 (Mark VI),Approved,2022-11-03,,Class 1,Available,,,240.0,100.0,19.0
110889,"Innov, Cricut",IVP1800-2500,,2017-11-07,,APS5776,"Australia,New Zealand",United States of America,AC-DC,18.0,0.08,High Efficiency 2014 (Mark VI),Approved,2022-11-07,,Class 1,Available,,,240.0,100.0,18.0
110896,DewertOkin GmbH,02-290018,XX-2900XX,2017-11-08,,APS5781,"Australia,Fiji",China,AC-DC,29.0,58.0,High Efficiency 2014 (Mark VI),Approved,2022-11-08,,Class 1,Available,,,240.0,100.0,29.0
110896,DewertOkin GmbH,02-290020,XX-2900XX,2017-11-08,,APS5781,"Australia,Fiji",China,AC-DC,29.0,58.0,High Efficiency 2014 (Mark VI),Approved,2022-11-08,,Class 1,Available,,,240.0,100.0,29.0
110896,DewertOkin GmbH,09-290018,XX-2900XX,2017-11-08,,APS5781,"Australia,Fiji",China,AC-DC,29.0,58.0,High Efficiency 2014 (Mark VI),Approved,2022-11-08,,Class 1,Available,,,240.0,100.0,29.0
110896,DewertOkin GmbH,09-290020,XX-2900XX,2017-11-08,,APS5781,"Australia,Fiji",China,AC-DC,29.0,58.0,High Efficiency 2014 (Mark VI),Approved,2022-11-08,,Class 1,Available,,,240.0,100.0,29.0
110896,DewertOkin GmbH,XX-2900XX,XX-2900XX,2017-11-08,,APS5781,"Australia,Fiji",China,AC-DC,29.0,58.0,High Efficiency 2014 (Mark VI),Approved,2022-11-08,,Class 1,Available,,,240.0,100.0,29.0
110900,APD,DA-150C19,,2017-11-09,,APS5789,"Australia,Fiji,New Zealand",China,AC-DC,19.0,150.1,High Efficiency 2008 (Mark V),Approved,2022-11-09,,Class 1,Available,,,60.0,50.0,19.0
110905,Something High Electric (Xiamen) Company Inc.,P30A120250,,2017-11-14,,APS5802,"Australia,Fiji,New Zealand",China,AC-DC,12.0,30.0,High Efficiency 2014 (Mark VI),Approved,2022-11-14,,Class 1,Available,,,240.0,100.0,12.0
110909,UNIFIVE,UNI324-1220,,2017-11-20,,APS5815,"Australia,Fiji,New Zealand",China,AC-DC,12.0,24.0,High Efficiency 2014 (Mark VI),Approved,2022-11-20,,Class 1,Available,,,240.0,100.0,12.0
110911,"Aquil Star Precision Industrial (Shenzhen) Co., Ltd",ASSA65*-120125,ASSA65*-120125,2017-11-09,,APS5788,"Australia,Fiji,New Zealand",China,AC-DC,12.0,15.0,High Efficiency 2014 (Mark VI),Approved,2022-11-09,,Class 1,Available,http://www.aquilstar.cn,,240.0,100.0,12.0
110911,"Aquil Star Precision Industrial (Shenzhen) Co., Ltd",ASSA65C-120125,ASSA65*-120125,2017-11-09,,APS5788,"Australia,Fiji,New Zealand",China,AC-DC,12.0,15.0,High Efficiency 2014 (Mark VI),Approved,2022-11-09,,Class 1,Available,http://www.aquilstar.cn,,240.0,100.0,12.0
110911,"Aquil Star Precision Industrial (Shenzhen) Co., Ltd",ASSA65W-120125,ASSA65*-120125,2017-11-09,,APS5788,"Australia,Fiji,New Zealand",China,AC-DC,12.0,15.0,High Efficiency 2014 (Mark VI),Approved,2022-11-09,,Class 1,Available,http://www.aquilstar.cn,,240.0,100.0,12.0
110912,KPTEC,K05S050050A,,2017-11-09,,APS5787,"Australia,Fiji,New Zealand",China,AC-DC,5.0,2.5,High Efficiency 2014 (Mark VI),Approved,2022-11-09,,Class 1,Available,,,240.0,100.0,5.0
110914,"Shenzhen Suoyuanzhiyuan Science &Technology Co., Ltd",SYZY050500-03,,2017-11-08,,APS5779,"Australia,Fiji,New Zealand",China,AC-DC,5.0,2.5,High Efficiency 2008 (Mark V),Approved,2022-11-08,,Class 1,Available,,,240.0,100.0,5.0
110921,TEXAS INSTRUMENTS,AC99**,AC99**,2017-11-09,,APS5786,"Australia,Fiji,New Zealand",China,AC-DC,5.9,23.6,High Efficiency 2014 (Mark VI),Approved,2022-11-09,,Class 1,Available,,,240.0,100.0,5.9
110921,TEXAS INSTRUMENTS,AC9921,AC99**,2017-11-09,,APS5786,"Australia,Fiji,New Zealand",China,AC-DC,5.9,23.6,High Efficiency 2014 (Mark VI),Approved,2022-11-09,,Class 1,Available,,,240.0,100.0,5.9
110921,TEXAS INSTRUMENTS,AC9927,AC99**,2017-11-09,,APS5786,"Australia,Fiji,New Zealand",China,AC-DC,5.9,23.6,High Efficiency 2014 (Mark VI),Approved,2022-11-09,,Class 1,Available,,,240.0,100.0,5.9
110921,TEXAS INSTRUMENTS,AC9941,AC99**,2017-11-09,,APS5786,"Australia,Fiji,New Zealand",China,AC-DC,5.9,23.6,High Efficiency 2014 (Mark VI),Approved,2022-11-09,,Class 1,Available,,,240.0,100.0,5.9
110921,Ford Link Manufacturing Ltd.,AC99**,AC99**,2017-11-09,,APS5786,"Australia,Fiji,New Zealand",China,AC-DC,5.9,23.6,High Efficiency 2014 (Mark VI),Approved,2022-11-09,,Class 1,Available,,,240.0,100.0,5.9
110921,Ford Link Manufacturing Ltd.,FHN-059400-E,AC99**,2017-11-09,,APS5786,"Australia,Fiji,New Zealand",China,AC-DC,5.9,23.6,High Efficiency 2014 (Mark VI),Approved,2022-11-09,,Class 1,Available,,,240.0,100.0,5.9
110922,UNIFIVE,UBX310-0520,,2017-11-09,,APS5784,"Australia,Fiji,New Zealand",China,AC-DC,5.0,10.0,High Efficiency 2008 (Mark V),Approved,2022-11-09,,Class 1,Available,,,240.0,100.0,5.0
110927,Panasonic,RE9-82,,2017-11-08,,APS5780,Australia,China,AC-DC,4.8,6.0,High Efficiency 2008 (Mark V),Approved,2022-11-08,,Class 1,Available,,http://N/A,240.0,100.0,4.8
110929,"Huizhou Techlong Co., Ltd",TBA0050500100VA,,2017-11-10,,APS5797,"Australia,Fiji,New Zealand",China,AC-DC,5.0,5.0,High Efficiency 2014 (Mark VI),Approved,2022-11-10,,Class 1,Available,,http://techlong.manufacturer.globalsources.com/si/6008835664007/Homepage.htm,240.0,100.0,5.0
