ApplStandard,Brand,climate_class,Country,high_efficiency,Model No,Family Name,N-Standard,Sold_in,Submit_ID,SubmitStatus,Temp_Class,total_dis_area,total_energy_cons,type,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Type,Efficiency (kWh/24h/m²),Length,Climate Class,Depth,Cabinet Description,Total Energy Consumption(kWh/24h),Cabinet Type,Star Rating,Energy Efficiency Index,Width,Net Volume,Height,Duty Type,Product Class Number
AS 1731.14:2003 - amendment 2 dated 9 July 2012,OSCARTIELLE S.P.A.,3H1,Italy,False,SWEET GLOBAL G.I. 140,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18123,Approved,M2,0.929,21.8,HC6,,,,Unavailable,,,,23.4660925726588,,,688.0,,,,,,1350.0,,1258.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,3L2,Italy,False,Gamma N 250,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18191,Approved,L1,1.77,12.5,HC4 (MEPS),,,Class 26,Unavailable,,,,7.06214689265537,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,4M1,Italy,False,shelly 180,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18319,Approved,M1,2.115,29.8,VC2 (MEPS),,,Class 28,Unavailable,,,,14.0898345153664,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,4M1,Italy,False,shelly 240,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18321,Approved,M1,2.82,39.8,VC2 (MEPS),,,Class 28,Unavailable,,,,14.113475177305,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,4M1,Italy,False,shelly 120,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18323,Approved,M1,1.41,25.4,VC2 (MEPS),,,Class 28,Unavailable,,,,18.0141843971631,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,3L2,Italy,False,Gamma N 200,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18353,Approved,L1,1.442,11.0,HC6,,,,Unavailable,,,,7.62829403606103,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,3L2,Italy,False,Svaba N 1.5,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18375,Approved,L2,1.054,25.2,HF4 (MEPS),,,Class 31,Unavailable,,,,23.9089184060721,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,3L2,Italy,False,Svaba N 2.0,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18398,Approved,L2,1.444,30.0,HF4 (MEPS),,,Class 31,Unavailable,,,,20.7756232686981,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,3L2,Italy,False,Svaba 1.5 N/P,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18399,Approved,L2,1.055,25.2,HF4 (MEPS),,,Class 31,Unavailable,,,,23.8862559241706,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,3L2,Italy,False,Svaba 2.0 N/P,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18400,Approved,L2,1.444,30.0,HF4 (MEPS),,,Class 31,Unavailable,,,,20.7756232686981,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,3L2,Italy,False,Globo N,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18401,Approved,L2,0.317,4.6,HF4 (MEPS),,,Class 31,Unavailable,,,,14.5110410094637,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,3H2,Italy,False,EIS 10,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18403,Approved,M1,0.346,4.0,VC4 (b) - Glass Door (MEPS),,,Class 29,Unavailable,,,,11.5606936416185,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,3H2,Italy,False,EIS 42,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18404,Approved,M1,0.726,6.3,VC4 (b) - Glass Door (MEPS),,,Class 29,Unavailable,,,,8.67768595041322,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,3H2,Italy,False,EKO 32,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18405,Approved,M1,0.565,3.9,VC4 (b) - Glass Door (MEPS),,,Class 29,Unavailable,,,,6.90265486725664,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,3H2,Italy,False,EKO 42,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18406,Approved,M1,0.726,4.1,VC4 (b) - Glass Door (MEPS),,,Class 29,Unavailable,,,,5.64738292011019,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,3L1,Italy,False,EIS 40,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18407,Approved,L1,0.726,11.0,VF4 (b) - Glass Door (MEPS),,,Class 33,Unavailable,,,,15.1515151515152,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,3L1,Italy,False,EIS 45,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18409,Approved,L1,0.726,17.4,VF4 (b) - Glass Door (MEPS),,,Class 33,Unavailable,,,,23.9669421487603,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,3M1,Italy,False,IDEAL 60,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18423,Approved,M2,0.671,20.6,HC3,,,,Unavailable,,,,30.7004470938897,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SFA,3M1,Turkey,False,CMV 100,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18452,Approved,M1,0.18,2.2,VC4 (b) - Glass Door (MEPS),,,Class 29,Unavailable,,,,12.2222222222222,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SFA,3M1,Turkey,False,CMV 395,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18453,Approved,M1,0.69,3.8,VC4 (b) - Glass Door (MEPS),,,Class 29,Unavailable,,,,5.50724637681159,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,False,CL400-2,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18477,Approved,M1,0.441,5.625,VC4 (b) - Glass Door (MEPS),,,Class 29,Available,http://www.skope.co.nz/,,,12.7551020408163,,,680.0,,,,,,1600.0,,835.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M2,New Zealand,False,RCB1100SL,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18478,Approved,M2,1.776,25.619,VC4 (b) - Glass Door (MEPS),,,Class 29,Unavailable,http://www.skope.co.nz/,,,14.4251126126126,,,870.0,,,,,,1280.0,,2195.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,False,RCYA850,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18479,Approved,M1,1.691,20.186,VC4 (b) - Glass Door (MEPS),,,Class 29,Unavailable,http://www.skope.co.nz/,,,11.9373151981076,,,810.0,,,,,,800.0,,2485.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,False,B310EXL-CX,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18480,Approved,M1,0.416,6.209,VC4 (b) - Glass Door (MEPS),,,Class 29,Unavailable,http://www.skope.co.nz/,,,14.9254807692308,,,660.0,,,,,,690.0,,1670.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,3L1,Italy,False,Wight 150,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18482,Approved,L1,0.849,22.1,HF3,,,,Unavailable,,,,26.0306242638398,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,3L1,Italy,False,Wight 200,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18483,Approved,L1,1.156,25.2,HF3,,,,Unavailable,,,,21.7993079584775,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,3L1,Italy,False,Wight 250,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18484,Approved,L1,1.464,30.1,HF3,,,,Unavailable,,,,20.5601092896175,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SFA,3L1,Turkey,False,CNV 100,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18541,Approved,L1,0.23,4.8,VF4 (b) - Glass Door (MEPS),,,Class 33,Unavailable,,,,20.8695652173913,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SFA,3M1,Turkey,False,CMV 250 S,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18543,Approved,M1,0.23,3.1,VC4 (b) - Glass Door (MEPS),,,Class 29,Unavailable,,,,13.4782608695652,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SFA,3L1,Turkey,False,GST 2032,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18571,Approved,L1,0.68,4.0,HF5,,,,Unavailable,,,,5.88235294117647,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SFA,3M1,Turkey,False,CMV 250 P,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18620,Approved,M1,0.23,3.1,VC4 (b) - Glass Door (MEPS),,,Class 29,Unavailable,,,,13.4782608695652,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SFA,3L1,Turkey,False,GST 2042,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18623,Approved,L1,1.03,4.6,HF5,,,,Unavailable,,,,4.46601941747573,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,100/205,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18633,Approved,N/A,4.433,53.691,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,12.1116625310174,,,1114.0,,,,,,2500.0,,2152.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,100/216,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18633,Approved,N/A,4.433,53.691,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,12.1116625310174,,,1114.0,,,,,,2500.0,,2152.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,110/205,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18633,Approved,N/A,4.433,53.691,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,12.1116625310174,,,1114.0,,,,,,2500.0,,2152.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,110/216,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18633,Approved,N/A,4.433,53.691,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,12.1116625310174,,,1114.0,,,,,,2500.0,,2152.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,120/205,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18633,Approved,N/A,4.433,53.691,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,12.1116625310174,,,1114.0,,,,,,2500.0,,2152.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,120/216 ),,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18633,Approved,N/A,4.433,53.691,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,12.1116625310174,,,1114.0,,,,,,2500.0,,2152.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,90/216,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18633,Approved,N/A,4.433,53.691,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,12.1116625310174,,,1114.0,,,,,,2500.0,,2152.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,BERLINO 2 MT ( 100/205,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18633,Approved,N/A,4.433,53.691,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,12.1116625310174,,,1114.0,,,,,,2500.0,,2152.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,BERLINO 2  one air curtain,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18633,Approved,N/A,4.433,53.691,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,12.1116625310174,,,1114.0,,,,,,2500.0,,2152.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,BERLINO 2 SL ( 90/205,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18633,Approved,N/A,4.433,53.691,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,12.1116625310174,,,1114.0,,,,,,2500.0,,2152.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,100/205,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18634,Approved,N/A,4.758,53.703,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,11.2868852459016,,,1114.0,,,,,,2500.0,,2160.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,100/216,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18634,Approved,N/A,4.758,53.703,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,11.2868852459016,,,1114.0,,,,,,2500.0,,2160.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,110/205,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18634,Approved,N/A,4.758,53.703,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,11.2868852459016,,,1114.0,,,,,,2500.0,,2160.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,110/216,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18634,Approved,N/A,4.758,53.703,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,11.2868852459016,,,1114.0,,,,,,2500.0,,2160.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,120/205,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18634,Approved,N/A,4.758,53.703,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,11.2868852459016,,,1114.0,,,,,,2500.0,,2160.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,120/216 ),,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18634,Approved,N/A,4.758,53.703,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,11.2868852459016,,,1114.0,,,,,,2500.0,,2160.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,91/216,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18634,Approved,N/A,4.758,53.703,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,11.2868852459016,,,1114.0,,,,,,2500.0,,2160.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,BERLINO 2CMT ( 100/205,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18634,Approved,N/A,4.758,53.703,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,11.2868852459016,,,1114.0,,,,,,2500.0,,2160.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,BERLINO 2CSL ( 91/205,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18634,Approved,N/A,4.758,53.703,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,11.2868852459016,,,1114.0,,,,,,2500.0,,2160.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,BERLINO 2  two air curtains,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18634,Approved,N/A,4.758,53.703,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,11.2868852459016,,,1114.0,,,,,,2500.0,,2160.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,RIO 2 LF,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18635,Approved,N/A,4.313,52.349,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,12.1374913053559,,,867.0,,,,,,2500.0,,2152.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,RIO 2 LF H205,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18635,Approved,N/A,4.313,52.349,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,12.1374913053559,,,867.0,,,,,,2500.0,,2152.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,RIO 2 LF H216,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18635,Approved,N/A,4.313,52.349,RS2 - Unlit shelves (MEPS),,,Class 3,Unavailable,http://www.arneg.com.au/,,,12.1374913053559,,,867.0,,,,,,2500.0,,2152.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,False,LUCERNA 55/150,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18636,Approved,N/A,3.297,40.292,RS3 - Unlit shelves (MEPS),,,Class 5,Unavailable,http://www.arneg.com.au/,,,12.2208067940552,,,1053.0,,,,,,2500.0,,1510.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3L1,3L2",Italy,True,BREMA 4,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18637,Approved,N/A,2.382,67.288,RS16 - Glass door (MEPS),,,Class 22,Unavailable,http://www.arneg.com.au/,,,28.2485306465155,,,1016.0,,,,,,2343.0,,2160.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3L1,3L2",Italy,True,BREMA 4 H205,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18637,Approved,N/A,2.382,67.288,RS16 - Glass door (MEPS),,,Class 22,Unavailable,http://www.arneg.com.au/,,,28.2485306465155,,,1016.0,,,,,,2343.0,,2160.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3L1,3L2",Italy,True,BREMA 4 H216,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18637,Approved,N/A,2.382,67.288,RS16 - Glass door (MEPS),,,Class 22,Unavailable,http://www.arneg.com.au/,,,28.2485306465155,,,1016.0,,,,,,2343.0,,2160.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,True,100 VCB,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18675,Approved,N/A,2.034,13.345,RS8 - Fan coil (MEPS),,,Class 12,Unavailable,http://www.arneg.com.au/,,,6.56096361848574,,,1267.0,,,,,,2500.0,,1170.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,True,90 VCA,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18675,Approved,N/A,2.034,13.345,RS8 - Fan coil (MEPS),,,Class 12,Unavailable,http://www.arneg.com.au/,,,6.56096361848574,,,1267.0,,,,,,2500.0,,1170.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,True,90 VCB ),,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18675,Approved,N/A,2.034,13.345,RS8 - Fan coil (MEPS),,,Class 12,Unavailable,http://www.arneg.com.au/,,,6.56096361848574,,,1267.0,,,,,,2500.0,,1170.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,True,SYDNEY 2,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18675,Approved,N/A,2.034,13.345,RS8 - Fan coil (MEPS),,,Class 12,Unavailable,http://www.arneg.com.au/,,,6.56096361848574,,,1267.0,,,,,,2500.0,,1170.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,True,SYDNEY 2 ( 100 VCA,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18675,Approved,N/A,2.034,13.345,RS8 - Fan coil (MEPS),,,Class 12,Unavailable,http://www.arneg.com.au/,,,6.56096361848574,,,1267.0,,,,,,2500.0,,1170.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,3L2,Italy,False,MALMOE 2,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18677,Approved,N/A,4.402,61.0,RS14 - Solid sided (MEPS),,,Class 19,Unavailable,http://www.arneg.com.au/,,,13.8573375738301,,,1986.0,,,,,,2500.0,,882.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3L1,3L2",Italy,True,PERTH 3,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18678,Approved,N/A,2.56,84.832,RS18 (MEPS),,,Class 23,Unavailable,http://www.arneg.com.au/,,,33.1375,,,1161.0,,,,,,2500.0,,2160.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3L1,3L2",Italy,True,PERTH 3 H205,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18678,Approved,N/A,2.56,84.832,RS18 (MEPS),,,Class 23,Unavailable,http://www.arneg.com.au/,,,33.1375,,,1161.0,,,,,,2500.0,,2160.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3L1,3L2",Italy,True,PERTH 3 H216,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18678,Approved,N/A,2.56,84.832,RS18 (MEPS),,,Class 23,Unavailable,http://www.arneg.com.au/,,,33.1375,,,1161.0,,,,,,2500.0,,2160.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SFA,3M1,Turkey,False,CMV 1000,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18686,Approved,M1,1.34,8.0,VC4 (b) - Glass Door (MEPS),,,Class 29,Unavailable,,,,5.97014925373134,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SFA,3M1,Turkey,False,CMV 325,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18690,Approved,M1,0.69,3.36,VC4 (b) - Glass Door (MEPS),,,Class 29,Unavailable,,,,4.8695652173913,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SFA,3M1,Turkey,False,CMV 200,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18692,Approved,M1,0.35,2.0,VC4 (b) - Glass Door (MEPS),,,Class 29,Unavailable,,,,5.71428571428571,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SFA,3M1,Turkey,False,CMV 50,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18693,Approved,M1,0.13,1.75,VC4 (b) - Glass Door (MEPS),,,Class 29,Unavailable,,,,13.4615384615385,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,3L2,Italy,False,MALMOE 2 MAXI,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18898,Approved,N/A,4.688,63.431,RS14 - Solid sided (MEPS),,,Class 19,Unavailable,http://www.arneg.com.au/,,,13.5305034129693,,,1986.0,,,,,,2500.0,,962.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3L2,3L3",Italy,False,SHIRAZ BT 1200,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18899,Approved,L2,1.055,26.864,HF4 (MEPS),,,Class 31,Unavailable,http://www.arneg.com.au/,,,25.4635071090047,,,1046.0,,,,,,1320.0,,920.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3L2,3L3",Italy,False,SHIRAZ BT 1800,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18900,Approved,L2,1.585,39.501,HF4 (MEPS),,,Class 31,Unavailable,http://www.arneg.com.au/,,,24.9217665615142,,,1046.0,,,,,,1920.0,,920.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3L2,3L3",Italy,False,SHIRAZ BT 2400,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18901,Approved,L2,2.115,50.724,HF4 (MEPS),,,Class 31,Unavailable,http://www.arneg.com.au/,,,23.9829787234043,,,1046.0,,,,,,2520.0,,920.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,INTERFRIDGE,3L1,Italy,False,VNS014,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18916,Approved,L1,0.267,4.963,VF4 (b) - Glass Door (MEPS),,,Class 33,Unavailable,http://www.cowleyservices.co.nz/,,,18.5880149812734,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,INTERFRIDGE,3M1,Italy,False,VPS014,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18917,Approved,M1,0.267,1.841,VC4 (b) - Glass Door (MEPS),,,Class 29,Unavailable,http://www.cowleyservices.co.nz/,,,6.89513108614232,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,INTERFRIDGE,3M1,South Africa,False,AD890,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18919,Approved,M1,0.716,9.156,VC4 (b) - Glass Door (MEPS),,,Class 29,Unavailable,http://www.cowleyservices.co.nz/,,,12.7877094972067,,,,,,,,,,,,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,INTERFRIDGE,3M1,South Africa,False,BC1980,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18922,Approved,M1,0.802,8.724,VC4 (b) - Glass Door (MEPS),,,Class 29,Unavailable,http://www.cowleyservices.co.nz/,,,10.8778054862843,,,,,,,,,,,,,
